"player","team","position","id","avg_type","pass_yds","pass_yds_sd","pass_tds","pass_tds_sd","pass_int","pass_int_sd","rush_yds","rush_yds_sd","rush_tds","rush_tds_sd","fumbles_lost","fumbles_lost_sd","two_pts","two_pts_sd","return_tds","return_tds_sd","rec","rec_sd","rec_yds","rec_yds_sd","rec_tds","rec_tds_sd","fg_0019","fg_0019_sd","fg_2029","fg_2029_sd","fg_3039","fg_3039_sd","fg_4049","fg_4049_sd","fg_50","fg_50_sd","xp","xp_sd","dst_int","dst_int_sd","dst_sacks","dst_sacks_sd","dst_safety","dst_safety_sd","dst_td","dst_td_sd","dst_blk","dst_blk_sd","idp_solo","idp_solo_sd","idp_sack","idp_sack_sd","idp_int","idp_int_sd","idp_pd","idp_pd_sd","idp_td","idp_td_sd","draft_year","birthdate","injury_status","injury_details","season_year","week"
"Joshua Kelley","FA","RB","14807","weighted",NA,NA,NA,NA,NA,NA,177.266380368098,235.862537932585,0.506134969325153,0.707106781186548,NA,NA,NA,NA,NA,NA,5.55776073619632,4.92853426487024,35.7488343558282,33.2905872582627,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,1970-01-01,NA,NA,NA,NA
"Isaac Guerendo","SF","RB","16688","weighted",NA,NA,NA,NA,NA,NA,184.063788027478,78.5998746737667,1.32384690873405,1.01779120170067,0.0223585214262349,0.0171648174329506,NA,NA,NA,NA,7.30368007850834,4.81555246281119,58.7458292443572,38.332964711862,0.187842214063852,0.396299198919715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2000-06-28,"Q","Groin",2024,0
"Samaje Perine","DEN","RB","13133","weighted",NA,NA,NA,NA,NA,NA,207.020976902688,71.2232420511034,1.49258343700979,0.814003961044123,1.40366022971097,0.251149857375554,NA,NA,NA,NA,26.246891329042,9.97481851834893,210.134774706551,97.2739525135684,0.859003083247688,0.654028818047617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,1995-09-16,NA,NA,NA,NA
"Patrick Taylor","SF","RB","14817","weighted",NA,NA,NA,NA,NA,NA,141.126210418795,142.970463434553,0.674157303370786,1.15793279338351,0,0,NA,NA,NA,NA,7.12371807967313,7.78307218054755,40.8444739530133,41.392459730857,0.0559141981613892,0.0978213341248303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,NA,NA,NA,NA,NA
"Eric Gray","NYG","RB","16173","weighted",NA,NA,NA,NA,NA,NA,197.155925119721,82.2353926690819,1.31872986504136,0.779174082891972,0.042882020026121,0.0188808929359507,NA,NA,NA,NA,10.8576926425773,2.96951998176227,67.0186155855464,22.1390399940327,0.220582281236395,0.377536028693199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023,1999-11-04,NA,NA,NA,NA
"Will Shipley","PHI","RB","16601","weighted",NA,NA,NA,NA,NA,NA,178.431972737599,72.4753836429588,1.22396460670799,1.00469685261333,0.0248643190710589,0.0155196263195692,NA,NA,NA,NA,8.4043847027641,6.63264564783906,60.6397046573268,49.2312195503164,0.409075908248471,0.500061440070393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2002-08-29,NA,NA,NA,NA
"Isaiah Davis","NYJ","RB","16752","weighted",NA,NA,NA,NA,NA,NA,161.230992034757,76.1048738202996,1.23823316437364,0.492192500993194,0.0375452570601014,0.0249843340229649,NA,NA,NA,NA,5.45474293989862,2.47835788328427,39.1578566256336,16.5952039206364,0.00537477261086876,0.0111043430102123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2002-02-21,NA,NA,NA,NA
"Emanuel Wilson","GB","RB","16432","weighted",NA,NA,NA,NA,NA,NA,220.711109410865,42.5157624174071,1.25325172149962,0.958829472558984,0.0374904361132364,0.0250066922886914,NA,NA,NA,NA,10.3848508033665,3.78788785957747,71.8871461361898,31.881890372067,0.365049732211171,0.476928422899193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023,1999-05-08,NA,NA,NA,NA
"Dylan Laube","LVR","RB","16613","weighted",NA,NA,NA,NA,NA,NA,140.376799596164,98.2251089958526,0.833306410903584,0.750593371407674,0,0,NA,NA,NA,NA,7.72640080767289,6.62349574126796,58.4280969207471,48.7750073052285,0.0465194346289753,0.0912413621238003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,1999-12-14,NA,NA,NA,NA
"Kevin Harris","NE","RB","15719","weighted",NA,NA,NA,NA,NA,NA,135.306666666667,163.963920421537,1.06021505376344,1.34350288425444,0,0,NA,NA,NA,NA,4.98279569892473,4.31335136523794,36.7855913978495,30.327809845091,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,2000-11-17,NA,NA,NA,NA
"Ty Johnson","BUF","RB","14095","weighted",NA,NA,NA,NA,NA,NA,189.964444444444,54.8303632067411,1.18973214285714,0.700844765573481,0.0837797619047619,0.0403955702150266,NA,NA,NA,NA,11.6535813492063,4.32942925650331,92.412123015873,46.014996821923,0.448769841269841,0.453997593695342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,1997-09-17,NA,NA,NA,NA
"Rasheen Ali","BAL","RB","16746","weighted",NA,NA,NA,NA,NA,NA,200.594736842105,31.6986327048363,1.01278195488722,0.820094887237865,1.02756892230576,1.0487822688004,NA,NA,NA,NA,5.80586466165414,2.72660814633865,45.9827067669173,17.2596024691791,0.0381378318461689,0.0482598964823015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2001-02-16,"Q","Neck",2024,0
"Deuce Vaughn","DAL","RB","16176","weighted",NA,NA,NA,NA,NA,NA,136.315577990914,80.7622829600633,0.871539626451287,0.961018789508273,0.482248022884065,0.319573706539612,NA,NA,NA,NA,10.4668551236749,4.10574641742733,72.0011307420495,24.2677753989381,0.249860485532175,0.38733952420885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023,2001-11-02,NA,NA,NA,NA
"D'Ernest Johnson","JAC","RB","14331","weighted",NA,NA,NA,NA,NA,NA,151.659158269117,85.691258289547,0.661102548903379,0.486587810328203,0.040308239478364,0.0221087047308769,NA,NA,NA,NA,7.90250148192057,2.3742813291595,73.0126259632484,34.9125822457957,0.032448132780083,0.0747296843147538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,NA,NA
"Michael Carter","ARI","RB","15258","weighted",NA,NA,NA,NA,NA,NA,168.394990366089,64.7133792194484,1,0,0,0,NA,NA,NA,NA,14.7215799614644,9.4547336363261,103.712909441233,54.8013756263887,0.361055055808279,0.539263274984766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,1999-05-07,NA,NA,NA,NA
"Chris Rodriguez","WAS","RB","16174","weighted",NA,NA,NA,NA,NA,NA,235,NA,2,NA,0,NA,NA,NA,NA,NA,7,NA,51,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023,1999-09-26,NA,NA,NA,NA
"Cordarrelle Patterson","PIT","RB","11225","weighted",NA,NA,NA,NA,NA,NA,158.739966101695,36.8494301146265,0.985720338983051,0.143833579130412,0.0238559322033898,0.0162450682758638,NA,NA,1,0,10.0987033898305,4.41694072100115,68.7824830508475,37.5692033136289,0.44986698905002,0.4553327098527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,1991-03-17,NA,NA,NA,NA
"Ameer Abdullah","LVR","RB","12155","weighted",NA,NA,NA,NA,NA,NA,108.911265386509,62.3757357256622,0.19369768586903,0.39632907692967,0,0,NA,NA,NA,NA,15.6853372722797,6.51895298879241,111.535391432792,45.2707079383344,0.229660265878877,0.410093004560344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,1993-06-13,NA,NA,NA,NA
"Carson Steele","KC","RB","16612","weighted",NA,NA,NA,NA,NA,NA,133.536841574168,58.5585828345013,1.05800706357215,0.875735097292224,0,0,NA,NA,NA,NA,5.477648839556,3.97013242658756,40.0455701311806,26.5793084852558,0.32701932747153,0.329283044562819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2002-10-21,NA,NA,NA,NA
"Israel Abanikanda","NYJ","RB","16168","weighted",NA,NA,NA,NA,NA,NA,102.822620035566,68.8875542620106,0.638197984588026,0.513504196019226,0.279075281564908,0.0663261141926307,NA,NA,NA,NA,9.41285121517487,6.145128170936,59.7297806757558,35.2537063711898,0.032448132780083,0.0747296843147538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023,2002-10-05,NA,NA,NA,NA
"Craig Reynolds","DET","RB","14727","weighted",NA,NA,NA,NA,NA,NA,137.68686440678,62.2595739509387,0.877415254237288,0.378596481265431,0.0238559322033898,0.0162450682758638,NA,NA,NA,NA,5.43058474576271,2.75570913369862,46.3898220338983,25.8811005095062,0.0348008349266246,0.0657017869966721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,1996-06-15,"Q","Leg",2024,0
"Ronnie Rivers","LAR","RB","15726","weighted",NA,NA,NA,NA,NA,NA,135.838918283363,62.4412703236369,0.669570840681952,0.479720865212217,0,0,NA,NA,NA,NA,4.54788947677837,2.78027436666016,31.0893592004703,19.1757581682696,0.0321810699588477,0.0744923279561791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,1999-01-31,NA,NA,NA,NA
"Tyler Goodson","IND","RB","15730","weighted",NA,NA,NA,NA,NA,NA,126.897855844942,75.5983830312428,0.606904906117505,0.54612380853013,0.0197859882899253,0.0183057675904836,NA,NA,NA,NA,7.24409448818898,5.38862423058829,51.234221683828,41.3679106297234,0.224627498485766,0.436077128831982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,2000-11-10,NA,NA,NA,NA
"Avery Williams","ATL","RB","15454","weighted",NA,NA,NA,NA,NA,NA,95.3502719033233,92.2568367896735,0.401550855991944,0.540322183882333,0.437395099026519,0.5110153071849,NA,NA,NA,NA,6.93379657603223,5.88811707201732,33.5441893252769,24.1164799484616,0.0551258811681772,0.0974815404991715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,1998-07-15,NA,NA,NA,NA
"Trayveon Williams","CIN","RB","14076","weighted",NA,NA,NA,NA,NA,NA,139.131097560976,60.8111831820431,0.501524390243902,0.707106781186548,0.0250762195121951,0.0353553390593274,NA,NA,NA,NA,8.5015243902439,0.707106781186548,43.5503048780488,23.3345237791561,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,1970-01-01,NA,NA,NA,NA
"DeeJay Dallas","ARI","RB","14815","weighted",NA,NA,NA,NA,NA,NA,62.902962206333,85.7258588404855,0,0,0,0,NA,NA,NA,NA,6.73628192032686,7.23951610029211,41.6819816138917,53.5737696607963,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,1998-09-16,NA,NA,NA,NA
"Salvon Ahmed","FA","RB","14811","weighted",NA,NA,NA,NA,NA,NA,84.8066564417178,106.228651737655,0.506134969325153,0.707106781186548,NA,NA,NA,NA,NA,NA,11.6955828220859,13.3218917575546,76.0003374233129,85.9064028463537,0.590092024539877,0.586898628384834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,1998-12-29,"Q","Undisclosed",2024,0
"Sean Tucker","TB","RB","16166","weighted",NA,NA,NA,NA,NA,NA,80.7307715582451,56.3427685617837,0.5821482602118,0.506150599828411,0.0164145234493192,0.0192447813493561,NA,NA,NA,NA,2.99149773071104,1.44870689818492,18.9189409984871,11.0403295176832,0.0414069591527988,0.0842673504128798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023,2001-10-25,NA,NA,NA,NA
"Nyheim Hines","CLE","RB","13622","weighted",NA,NA,NA,NA,NA,NA,80.6850051072523,75.3669100162854,0.437282941777324,0.513710855503491,0,0,NA,NA,NA,NA,9.88136874361593,12.4346704832817,71.2162819203269,96.1844557634518,0.353524004085802,0.565153851556974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,1996-11-12,NA,"Knee - ACL",2024,0
"Jase McClellan","ATL","RB","16605","weighted",NA,NA,NA,NA,NA,NA,108.203161592506,47.7939614322926,0.586651053864169,0.550786751104997,0,0,NA,NA,NA,NA,4.65720140515223,3.03358303309926,35.0907494145199,22.1601204068871,0.192622950819672,0.441090146047278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2002-06-25,NA,NA,NA,NA
"Jerick McKinnon","FA","RB","11761","weighted",NA,NA,NA,NA,NA,NA,128.641571194763,11.3137084989848,1,0,NA,NA,NA,NA,NA,NA,26.0589198036007,7.77817459305202,196.252045826514,57.2756492761104,1.45990180032733,0.707106781186548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,1992-05-03,NA,NA,NA,NA
"Evan Hull","IND","RB","16180","weighted",NA,NA,NA,NA,NA,NA,134,NA,1,NA,0,NA,NA,NA,NA,NA,8,NA,59,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023,2000-10-26,NA,NA,NA,NA
"Dare Ogunbowale","HOU","RB","13148","weighted",NA,NA,NA,NA,NA,NA,78.5693891625616,43.6538113295333,0.492487452850254,0.466610573494371,0,0,NA,NA,NA,NA,7.54296551724138,3.75385550378351,52.2906108374384,25.6201499000271,0.0561476882902663,0.0896025672047368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,1994-05-04,NA,NA,NA,NA
"Cody Schrader","SF","RB","16600","weighted",NA,NA,NA,NA,NA,NA,131,NA,1,NA,0,NA,NA,NA,NA,NA,3,NA,26,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,1999-09-08,NA,NA,NA,NA
"Julius Chestnut","TEN","RB","15965","weighted",NA,NA,NA,NA,NA,NA,76.3947207524985,51.5843286000398,0.618459729570841,0.543353882458117,0.0201842053693906,0.0182226349026327,NA,NA,NA,NA,4.58232804232804,2.97932397804308,39.673392122281,20.9209473943136,0.00757201646090535,0.0175276065779245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,2000-10-26,NA,NA,NA,NA
"JaMycal Hasty","NE","RB","14821","weighted",NA,NA,NA,NA,NA,NA,90.4033797698365,43.0971678843569,0.66931556632344,0.472910150569828,0.0197859882899253,0.0183057675904836,NA,NA,NA,NA,8.56821320411871,3.18249957137273,56.4377347062386,21.8695498881503,0.0607690569130073,0.0958427858890781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,1970-01-01,NA,NA,NA,NA
"Jawhar Jordan","HOU","RB","16773","weighted",NA,NA,NA,NA,NA,NA,121,NA,1,NA,0,NA,NA,NA,NA,NA,4,NA,27,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,1999-08-18,"IR","Undisclosed",2024,0
"Jordan Mims","NO","RB","16424","weighted",NA,NA,NA,NA,NA,NA,58.4731722054381,55.0567709347486,0.379355488418933,0.555730265905286,0.524874118831823,0.613218368621879,NA,NA,NA,NA,4.25913393756294,2.98702023785994,25.4722457200403,11.2626778711279,0.0421550855991944,0.0745447074405429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023,1999-06-16,NA,NA,NA,NA
"Chase Edmonds","TB","RB","13726","weighted",NA,NA,NA,NA,NA,NA,102.455792682927,20.5060966544099,0.501524390243902,0.707106781186548,0,0,NA,NA,NA,NA,10.5015243902439,0.707106781186548,66.5503048780488,23.3345237791561,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,1996-04-13,"IR","Knee",2024,0
"Kenny McIntosh","SEA","RB","16170","weighted",NA,NA,NA,NA,NA,NA,86.659,39.6139308545756,0.673,0.574623372073492,0.0109666666666667,0.0191840294426367,NA,NA,NA,NA,4.4645,3.12434198781598,33.878,20.7866203036512,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023,2000-03-03,NA,NA,NA,NA
"Jeremy McNichols","WAS","RB","13143","weighted",NA,NA,NA,NA,NA,NA,85.2104538577912,50.4715800520556,0.248865355521936,0.499292514159007,0,0,NA,NA,NA,NA,7.48226928895613,6.57257058208937,56.6156278366112,51.5339869266355,0.279697428139183,0.494742591337783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,1995-12-26,NA,NA,NA,NA
"Blake Watson","DEN","RB","16803","weighted",NA,NA,NA,NA,NA,NA,12,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,1999-10-14,NA,NA,NA,NA
"Raheem Blackshear","CAR","RB","15973","weighted",NA,NA,NA,NA,NA,NA,34.1330662557781,35.4401918730698,0.221386748844376,0.254558441227157,0,0,NA,NA,NA,NA,6.34493066255778,5.49421968981947,41.522280431433,33.4602928857474,0.0248073959938367,0.0353553390593274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,1998-06-05,NA,NA,NA,NA
"Boston Scott","FA","RB","13814","weighted",NA,NA,NA,NA,NA,NA,10.53,NA,0.04,NA,0,NA,NA,NA,NA,NA,1.81,NA,13.07,NA,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,1995-04-27,NA,NA,NA,NA
"Alec Ingold","MIA","RB","14420","weighted",NA,NA,NA,NA,NA,NA,26.5207087827427,24.9113719012021,0.7557781201849,1.06066017177982,0.0248073959938367,0.0353553390593274,NA,NA,NA,NA,6.27127889060093,5.74170706323477,53.215593220339,52.4248967571706,0.235500770416025,0.0919238815542512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,1996-07-09,NA,NA,NA,NA
"Hassan Haskins","TEN","RB","15720","weighted",NA,NA,NA,NA,NA,NA,9.26,NA,0,NA,0,NA,NA,NA,NA,NA,2.17,NA,14.24,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,1999-11-26,NA,NA,NA,NA
"Hunter Luepke","DAL","RB","16391","weighted",NA,NA,NA,NA,NA,NA,23.0681973816717,13.1980492493793,2.13236656596173,1.92031804414162,0,0,NA,NA,NA,NA,2.4368781470292,2.19240149521889,15.9415911379658,15.3787021654037,0.0843101711983887,0.149089414881086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023,2000-02-28,NA,NA,NA,NA
"Travis Homer","CHI","RB","14083","weighted",NA,NA,NA,NA,NA,NA,20.3923574730354,15.1179429817684,0,0,0,0,NA,NA,NA,NA,3.12258859784283,1.3930003589375,21.6812942989214,7.58018469431979,0.0843451463790447,0.120208152801713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,1998-08-07,NA,NA,NA,NA
"C.J. Ham","MIN","RB","12923","weighted",NA,NA,NA,NA,NA,NA,19.8763636363636,15.8533340342024,0.403081664098613,0.565685424949238,0,0,NA,NA,NA,NA,6.67513097072419,6.44881384442131,39.3387057010786,33.7219223947864,0.0248073959938367,0.0353553390593274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,1993-07-22,NA,NA,NA,NA
"Kyle Juszczyk","SF","RB","11367","weighted",NA,NA,NA,NA,NA,NA,19.9709079903148,2.54539467797471,0.232893462469734,0.434698450944026,0,0,NA,NA,NA,NA,16.5285714285714,6.55674136018147,163.235484261501,84.8933948683334,1.25713075060533,0.592016034017852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,1991-04-23,NA,NA,NA,NA
"Adam Prentice","NO","RB","15650","weighted",NA,NA,NA,NA,NA,NA,7.78117103235747,2.53851334445971,0,0,0,0,NA,NA,NA,NA,2.26604006163328,0.190918830920368,11.006656394453,4.28506709399048,0.0644992295839753,0.0919238815542512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,1997-01-16,NA,NA,NA,NA
"Patrick Ricard","BAL","RB","13455","weighted",NA,NA,NA,NA,NA,NA,10.4415716486903,0.629325035256028,0.00496147919876733,0.00707106781186548,0,0,NA,NA,NA,NA,4.89436055469954,1.71826947828331,51.2819106317411,35.2280598387138,0.739352850539291,0.799030662740799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,1994-05-27,NA,NA,NA,NA
"Michael Burton","DEN","RB","12325","weighted",NA,NA,NA,NA,NA,NA,9.44,NA,0.01,NA,0,NA,NA,NA,NA,NA,3.71,NA,24.53,NA,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,1992-02-01,NA,NA,NA,NA
"Reggie Gilliam","BUF","RB","15103","weighted",NA,NA,NA,NA,NA,NA,2.01540832049307,2.82842712474619,0,0,0,0,NA,NA,NA,NA,3.69956856702619,0.997020561473032,22.9973805855162,14.2482016409089,0.133959938366718,0.190918830920368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,1997-08-20,NA,NA,NA,NA
